x,y
-1.1662891497951677,1.0146797779592622
-0.4268775412510162,0.2627154332505153
-1.4778918853606628,-1.0447721510585393
3.0491185837780574,0.8043630443298109
-2.123731843205409,-0.6895135348659058
0.6837866277397747,1.2003819940792821
0.5300358524137211,0.6837310246043777
-2.137905847136775,0.07039122476856341
-0.9667700280707097,0.22633344843833292
-0.16876438287273615,-1.0538719120112332
-1.4191452692823119,-1.575466931692708
1.6983492856908322,-0.2856614441218548
1.973720718334384,0.6163873313557737
1.7387522907641455,2.4283928257321947
1.5722790237916169,-0.42224816380826147
0.28096283905322295,0.1948345823638707
-0.7405129500950981,-1.1541803494934217
0.8738409134110333,1.0770897765353948
-0.963175832072046,0.6972965241806426
0.020039771818010536,1.496128480068942
0.6833136706189454,-0.7891188505772917
-0.0077744640393291415,-0.43622710013515087
-0.6259402662109977,-0.5415182744589901
-1.1753699592565245,-0.6255852293116022
-0.35373960789229963,0.12127619209832696
-1.3627323331336016,-1.8693962154308776
0.1028241138103302,0.32286716052951175
-1.3177888967338869,-0.21222088871118638
0.4793468488533243,-0.0015941113551422303
-1.3486818673935923,-0.6032666299186666
-1.6221611569374867,-0.7879459846780551
2.1870699645521214,1.3764239107126413
1.9361529384031055,1.6265043037288942
0.3571818424251591,1.164673994598613
-0.7617477872206266,-0.38689966088330774
1.2648560342133885,1.3700537035332636
1.4023044424107936,1.1234909286449628
1.8879402983069618,2.683854560328668
-0.7086256706560471,-1.617526088198993
1.5836281533989112,0.6877379659434726
0.09267754141031717,-1.275804576589849
0.7752247989342752,0.33866236630266555
-0.18754128038972745,-0.9589450155732223
0.8442440992948728,1.8778259671002742
0.9420036715340091,1.1475118004079854
0.32226877142628996,-0.057182420629589864
-0.9491587357068714,0.22250051738391285
-0.5258316062475648,-1.0281425335252847
1.3920803277345382,0.1433706587022726
-0.05707917199738597,-0.5521003708414806
-0.7004019530788554,-0.0911308283954031
-1.5047421787205861,-1.158106877280659
-0.41002254869552657,-1.0529169282601778
0.1313720548231412,-0.1095989315194973
-0.7852646402806229,-0.272448318041423
0.39942413472973415,0.11716397031972522
0.2868832723813266,-0.7221869638822013
1.149995290246171,-0.15291972543897525
-0.9885112034118768,0.08623086574428163
-2.181023989090536,-0.352322656912866
-1.2716368928981039,-0.043964475758694554
-0.9386847555184283,-1.6821959101638848
-0.7209302582944639,1.3910831622175466
-2.9285142306186933,-0.23948302257767096
-1.2445199845855455,-1.7497975617785002
0.2408241626720116,-0.20677372447967318
-1.4639577783108833,-1.5277455328696854
0.3468474622793948,1.4066151660053916
0.23109687051468744,-0.353729479176682
0.3005298035956367,-0.8712154213760008
-0.04563887538890955,0.7452393687973506
0.2805325532920759,0.33146720966958415
-1.405734158669942,0.021441078234231914
2.169714961195183,-0.011850176041809712
-0.17360974964408216,-0.005179091055428617
-0.8247549072135598,0.8240621745513985
-0.9390130820821907,0.7597546197743247
-2.049131666049683,-1.3705540905210756
-1.734854133324737,-1.3862797500904136
-0.014137669525771326,-1.6071449839268717
0.40786138230253516,0.6063746509903947
-1.126519795334011,-1.145138808210969
0.3316560807706028,0.08745680841607852
0.9756247555996401,0.24771585053296286
-0.49613592098025283,-0.46352577627866176
1.0763815692721748,1.2047732807728384
-1.1211649702360622,-0.22956346776868664
-1.4769953217095613,-1.2372051163634938
-0.05872155435274106,-0.8232052239791029
-1.5506824223249873,0.4701076060626258
0.007811949636098136,-0.49594538261388543
-0.12078659939605382,0.12844056350347371
0.21034317383163798,0.2829866043505984
-1.5642986714534945,-0.035894619550786766
0.13288258471800388,-0.4112817567095194
-0.5885987197043813,0.6527038609544127
-0.2181375112206431,0.06767629227551407
0.34282187703072114,1.2144721565028884
0.33737639695626565,0.6089735258524586
1.1538171182941621,-0.6834440778436346
