Date,SPY,AAPL,MSFT,AMZN,TSLA,GOOGL,GOOG,FB,NVDA,BRK-B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,AVGO,ADBE,CVX,PEP,TMO,KO,ABBV,CMCSA,NFLX,ABT,ACN,COST,CRM,INTC,WFC,VZ,PYPL,WMT,QCOM,MRK,LLY,MCD,T,NKE,DHR,LOW,LIN,TXN,NEE,AMD,UNP,PM,INTU,UPS,HON,MS,MDT,BMY,AMAT,ORCL,SCHW,CVS,RTX,C,GS,AMGN,BLK,BA,CAT,IBM,SBUX,AMT,PLD,GE,ISRG,COP,TGT,ANTM,AXP,DE,MU,SPGI,MMM,NOW,BKNG,F,ADP,ZTS,LRCX,PNC,MDLZ,MO,ADI,GILD,LMT,SYK,GM,TFC,TJX
2021-10-20 00:00:00,450.8261413574219,149.04248046875,306.8486328125,3415.06005859375,865.7999877929688,2835.3798828125,2848.300048828125,340.7799987792969,221.00294494628906,287.489990234375,169.82205200195312,162.71420288085938,433.675537109375,356.7545471191406,139.58633422851562,231.01332092285156,46.86443328857422,356.30242919921875,42.42757797241211,63.00328063964844,170.5500030517578,55.87077331542969,506.1521911621094,632.3699951171875,111.86707305908203,160.22727966308594,605.3562622070312,54.20961380004883,107.2966079711914,54.44043731689453,625.1400146484375,122.8765869140625,344.9057922363281,469.01123046875,290.0899963378906,54.987606048583984,49.96707534790039,52.97178649902344,258.3599853515625,145.4145050048828,131.6622772216797,80.30810546875,242.93121337890625,238.39833068847656,25.39398193359375,158.1657257080078,314.6156005859375,224.2704315185547,310.1835632324219,198.1595458984375,83.5499496459961,116.38999938964844,226.9266357421875,95.7165298461914,569.868408203125,194.3099822998047,222.6776885986328,99.96831512451172,121.01909637451172,57.565528869628906,133.76406860351562,96.28231811523438,81.40819549560547,85.5925064086914,91.14533233642578,71.30323791503906,405.7488098144531,207.91441345214844,898.7845458984375,216.1699981689453,203.06874084472656,133.87322998046875,113.37116241455078,274.6757507324219,142.85202026367188,105.90727233886719,339.79998779296875,75.35694122314453,250.97254943847656,422.8658142089844,179.15037536621094,343.0050354003906,68.19728088378906,439.81988525390625,180.94741821289062,681.1099853515625,2384.179931640625,15.959640502929688,212.1043243408203,206.06390380859375,564.2615966796875,211.62535095214844,59.97206497192383,47.5175666809082,176.2449493408203,66.18770599365234,368.08465576171875,273.0582275390625,57.66999816894531,63.406375885009766,63.6224365234375
2021-10-21 00:00:00,452.00201416015625,149.26214599609375,310.1925048828125,3435.010009765625,894.0,2837.719970703125,2855.610107421875,341.8800048828125,226.8922119140625,286.82000732421875,168.49005126953125,162.336669921875,440.8421630859375,363.11822509765625,138.5817413330078,229.8354034423828,46.60567855834961,355.7431640625,42.487056732177734,61.858665466308594,171.33999633789062,55.3637580871582,510.8819274902344,638.6599731445312,110.46329498291016,158.111572265625,608.1651000976562,53.931766510009766,107.64301300048828,53.76378631591797,653.1599731445312,124.6104736328125,346.2223815917969,476.4591979980469,289.80999755859375,55.61325454711914,50.13642501831055,52.75440216064453,243.2100067138672,146.22125244140625,132.54893493652344,80.40716552734375,240.38946533203125,240.06906127929688,25.246971130371094,161.88902282714844,310.5382385253906,226.67251586914062,310.27325439453125,200.05784606933594,83.4404296875,119.33000183105469,230.18109130859375,95.2232437133789,577.6793212890625,198.45948791503906,223.55389404296875,99.5909194946289,120.8799819946289,57.30779266357422,133.12510681152344,95.9435806274414,82.05674743652344,86.39820098876953,91.07573699951172,70.0026626586914,405.4503479003906,207.25,899.5709228515625,214.33999633789062,201.02999877929688,121.07083129882812,113.94867706298828,277.6609191894531,144.36599731445312,103.05976104736328,339.6300048828125,73.93940734863281,253.34445190429688,429.20806884765625,177.02569580078125,341.888427734375,68.56689453125,444.6916809082031,180.64984130859375,686.3400268554688,2411.1298828125,16.467082977294922,213.7569580078125,208.3711395263672,554.2036743164062,211.55572509765625,59.84274673461914,47.32133483886719,178.12774658203125,66.31639862060547,370.07818603515625,275.7313232421875,58.40999984741211,63.10860061645508,64.43938446044922
2021-10-22 00:00:00,451.5336608886719,148.4733123779297,308.5954284667969,3335.550048828125,909.6799926757812,2751.330078125,2772.5,324.6099853515625,227.232177734375,289.239990234375,170.75645446777344,162.65460205078125,447.6997985839844,364.4825744628906,140.0736846923828,230.8236541748047,47.342132568359375,358.1999816894531,42.784446716308594,62.282962799072266,169.4199981689453,54.78715896606445,512.1338500976562,643.5800170898438,111.51118469238281,158.8962860107422,611.7137451171875,54.031002044677734,108.01910400390625,53.95285415649414,664.780029296875,126.27460479736328,352.8751525878906,481.21148681640625,292.55999755859375,49.1184196472168,50.465152740478516,52.29988098144531,240.39999389648438,147.7451171875,131.1243133544922,80.3873519897461,242.9611053466797,237.12539672851562,24.98234748840332,163.1866912841797,313.1765441894531,228.01808166503906,313.1037902832031,197.8514404296875,84.04774475097656,119.81999969482422,236.46112060546875,95.57840728759766,590.1148681640625,202.80799865722656,216.4645233154297,101.10047912597656,122.31086730957031,57.099613189697266,135.71092224121094,97.88636016845703,83.36383056640625,87.05469512939453,91.32427978515625,70.85647583007812,412.14501953125,207.49790954589844,910.7692260742188,212.97000122070312,200.64999389648438,120.64628601074219,114.0582046508789,283.044189453125,143.42971801757812,103.95897674560547,341.5199890136719,75.05956268310547,255.05859375,432.1298828125,186.6116485595703,339.6751708984375,67.43809509277344,449.7331848144531,179.3404998779297,686.6500244140625,2394.590087890625,16.19843864440918,216.78346252441406,208.2612762451172,555.5208129882812,214.88723754882812,60.20085144042969,47.3115234375,177.73922729492188,66.56388092041016,371.52618408203125,275.0231628417969,57.77000045776367,63.96222686767578,63.921321868896484
2021-10-25 00:00:00,453.95513916015625,148.4233856201172,307.56732177734375,3320.3701171875,1024.8599853515625,2748.93994140625,2775.4599609375,328.69000244140625,231.6316375732422,290.260009765625,169.9214630126953,163.0122528076172,448.0287170410156,369.73089599609375,140.0935821533203,233.46900939941406,47.28242111206055,360.3870544433594,42.774532318115234,63.49665069580078,172.00999450683594,54.81698226928711,518.7515869140625,646.969970703125,112.54918670654297,158.15130615234375,607.5054321289062,53.81269073486328,107.38568115234375,53.81354522705078,671.6599731445312,126.13509368896484,355.5182800292969,489.30841064453125,293.9200134277344,49.06876754760742,50.4253044128418,51.95404815673828,246.8800048828125,149.45822143554688,131.43313598632812,80.89256286621094,244.2569122314453,236.0314483642578,25.12936019897461,163.9253692626953,305.9012756347656,231.0580596923828,315.6253662109375,198.97451782226562,83.91831970214844,122.36000061035156,239.13833618164062,95.24298095703125,601.8612670898438,202.89755249023438,216.6039276123047,101.20972442626953,122.77789306640625,57.30779266357422,135.54119873046875,97.52769470214844,82.7052993774414,87.2138442993164,90.76754760742188,70.32036590576172,412.5727844238281,205.9013214111328,920.494384765625,212.8699951171875,202.2100067138672,120.41986846923828,114.21751403808594,283.17352294921875,144.52537536621094,105.2078857421875,343.5899963378906,75.85256958007812,259.46356201171875,433.3464660644531,181.85357666015625,351.6487121582031,68.686767578125,446.6184387207031,180.92758178710938,688.8499755859375,2412.97998046875,15.919839859008789,217.10205078125,211.26768493652344,550.76123046875,215.36459350585938,60.02180099487305,47.04661178588867,179.8312225341797,66.98956298828125,373.2419738769531,272.3500061035156,57.7599983215332,64.09126281738281,65.01722717285156
2021-10-26 00:00:00,454.36370849609375,149.10240173339844,309.5436706542969,3376.070068359375,1018.4299926757812,2786.169921875,2793.43994140625,315.80999755859375,247.13973999023438,290.8500061035156,170.37872314453125,164.67138671875,453.1619873046875,367.67938232421875,142.0828399658203,231.41262817382812,47.730262756347656,356.8517150878906,43.180965423583984,64.96688842773438,172.0399932861328,55.48305892944336,530.4765625,642.5,112.79632568359375,160.08822631835938,608.09521484375,54.050846099853516,108.36550903320312,53.4951171875,668.52001953125,127.67964935302734,355.4185485839844,484.74578857421875,295.1099853515625,47.946571350097656,50.43526840209961,52.448097229003906,243.0,148.1534881591797,131.443115234375,81.47701263427734,247.6359405517578,235.1165313720703,24.86473846435547,163.4961395263672,306.730712890625,230.31053161621094,315.7150573730469,195.77423095703125,85.0931167602539,122.93000030517578,239.5762481689453,94.90754699707031,607.9042358398438,216.99789428710938,217.38058471679688,102.75900268554688,123.2647933959961,57.73405456542969,131.7872772216797,96.62106323242188,82.87491607666016,87.8504409790039,88.64002990722656,70.14165496826172,415.4177551269531,206.94256591796875,927.3030395507812,209.80999755859375,199.63999938964844,119.93871307373047,114.4266128540039,285.5218811035156,145.65089416503906,107.34600830078125,348.70001220703125,76.3581314086914,257.84906005859375,435.0217590332031,180.49697875976562,340.1138610839844,68.8665771484375,463.8394470214844,180.6895294189453,676.7100219726562,2443.030029296875,15.860139846801758,217.82879638671875,210.2688751220703,547.7379150390625,214.87730407714844,60.50921630859375,47.20359420776367,179.19366455078125,67.04896545410156,329.1864929199219,272.47967529296875,57.369998931884766,63.96222686767578,65.08696746826172
2021-10-27 00:00:00,452.3507995605469,148.63308715820312,322.5798645019531,3392.489990234375,1037.8599853515625,2924.35009765625,2928.550048828125,312.2200012207031,244.4800567626953,287.7799987792969,166.8300018310547,162.67446899414062,452.0057678222656,370.7865295410156,141.0683135986328,215.4008026123047,46.814674377441406,335.280029296875,42.596099853515625,63.27956771850586,169.5500030517578,55.85089111328125,519.784912109375,640.0800170898438,110.7895278930664,159.531982421875,612.0435791015625,55.09276580810547,107.28670501708984,52.18162155151367,662.9199829101562,127.26112365722656,353.13446044921875,488.3199768066406,295.1499938964844,47.55926513671875,49.85749816894531,52.00345230102539,234.94000244140625,146.93836975097656,130.7058868408203,80.77368927001953,249.36033630371094,241.39173889160156,24.560911178588867,162.05873107910156,305.04180908203125,231.0082244873047,317.9077453613281,185.9547119140625,84.63514709472656,122.27999877929688,238.24261474609375,93.59542083740234,612.4190063476562,211.1667022705078,214.79176330566406,101.16999816894531,121.72460174560547,55.99925994873047,131.947021484375,95.67457580566406,80.96917724609375,87.62165832519531,88.64002990722656,69.8041000366211,408.8324890136719,204.8600616455078,913.0587158203125,206.61000061035156,196.1300048828125,118.08958435058594,113.02266693115234,284.0093994140625,143.290283203125,103.75914764404297,348.9800109863281,74.22405242919922,255.66653442382812,432.46893310546875,177.5843048095703,337.2027282714844,68.16732025146484,461.8228454589844,176.80117797851562,664.760009765625,2428.090087890625,15.432294845581055,220.96481323242188,209.3300018310547,552.4076538085938,211.7347412109375,60.071533203125,46.60508728027344,169.8096160888672,66.0986099243164,328.2244567871094,267.8116760253906,54.2599983215332,62.542823791503906,64.31982421875
2021-10-28 00:00:00,456.7154541015625,152.34765625,323.7576904296875,3446.570068359375,1077.0400390625,2916.97998046875,2922.580078125,316.9200134277344,249.3794708251953,289.7200012207031,169.3449249267578,161.79026794433594,453.9593811035156,370.03961181640625,141.9137420654297,209.4712371826172,47.55112838745117,332.59356689453125,42.80427169799805,63.45718002319336,169.67999267578125,55.91054153442383,526.2039184570312,639.280029296875,111.82752990722656,160.5352020263672,619.8204345703125,55.6087646484375,108.54366302490234,51.644283294677734,674.0499877929688,127.26112365722656,355.3985900878906,490.5299987792969,298.3800048828125,47.747955322265625,51.16246032714844,52.17142868041992,236.8300018310547,147.85467529296875,133.1865234375,85.73661041259766,252.53004455566406,244.14646911621094,25.04115104675293,164.16494750976562,304.37225341796875,230.9982452392578,316.9010925292969,186.71998596191406,86.03892517089844,121.16000366210938,241.14874267578125,94.6806411743164,614.6963500976562,212.848388671875,217.53988647460938,102.5,120.50238800048828,56.633697509765625,135.80079650878906,95.87384033203125,81.80730438232422,88.14884948730469,88.66985321044922,70.37000274658203,412.64239501953125,205.4451446533203,931.1851196289062,207.85000610351562,204.08999633789062,118.7216796875,112.7139892578125,284.5964660644531,146.08914184570312,105.16791534423828,355.6099853515625,74.94206237792969,257.3407897949219,432.1498107910156,174.17286682128906,348.6379089355469,69.50589752197266,468.72125244140625,178.41799926757812,687.7000122070312,2429.77001953125,16.775531768798828,221.95042419433594,212.6699981689453,564.7106323242188,211.87396240234375,60.62858200073242,43.74010467529297,171.80198669433594,66.66287994384766,328.6707763671875,267.7518615722656,54.2400016784668,63.41630172729492,64.95744323730469
2021-10-29 00:00:00,457.6421813964844,149.58169555664062,331.014404296875,3372.429931640625,1114.0,2960.919921875,2965.409912109375,323.57000732421875,255.63870239257812,287.010009765625,168.87771606445312,161.820068359375,458.9730224609375,370.2088928222656,142.2220916748047,211.39785766601562,47.55112838745117,335.0802917480469,43.35940170288086,63.61506271362305,169.07000732421875,55.642120361328125,528.29052734375,650.3599853515625,113.18186950683594,160.51535034179688,632.8152465820312,55.93622589111328,113.4923095703125,51.17660140991211,690.3099975585938,128.4369659423828,357.8622131347656,491.5400085449219,299.69000244140625,48.661598205566406,50.96323013305664,52.359169006347656,232.58999633789062,148.82080078125,132.53895568847656,87.2225112915039,253.9354705810547,244.19619750976562,24.756927490234375,166.98985290527344,311.56756591796875,233.05149841308594,318.1369934082031,187.47999572753906,84.9537353515625,120.2300033569336,240.2530059814453,93.26985168457031,625.2640991210938,212.42050170898438,217.6792755126953,102.77999877929688,119.10131072998047,57.89266586303711,136.4297637939453,95.58491516113281,81.84721374511719,88.80533599853516,88.34178161621094,69.16000366210938,411.18011474609375,205.24681091308594,939.1284790039062,207.02999877929688,204.00999450683594,118.02354431152344,105.61460876464844,280.5764465332031,144.38592529296875,104.77825927734375,361.1300048828125,74.28388214111328,258.73602294921875,433.9148864746094,173.34494018554688,341.27032470703125,69.02640533447266,473.3634338378906,177.23760986328125,697.760009765625,2420.780029296875,16.994428634643555,223.49354553222656,216.1999969482422,562.3358764648438,209.8651123046875,60.41969299316406,43.27895736694336,172.8280487060547,64.22761535644531,329.5931396484375,265.387939453125,54.43000030517578,62.99941635131836,65.24636840820312
2021-11-01 00:00:00,458.429443359375,148.742919921875,328.7685241699219,3318.110107421875,1208.5899658203125,2869.93994140625,2875.47998046875,329.9800109863281,258.2383728027344,286.239990234375,168.7882537841797,161.9591522216797,452.6336975097656,364.9705810546875,141.87396240234375,212.08663940429688,47.620792388916016,333.6122131347656,43.26026916503906,64.75967407226562,170.19000244140625,55.771358489990234,524.6935424804688,640.2000122070312,113.2214126586914,160.1776123046875,634.8443603515625,55.737762451171875,113.63087463378906,52.002506256103516,681.1699829101562,128.48680114746094,354.40118408203125,491.8699951171875,302.760009765625,49.20779800415039,51.511112213134766,52.31964111328125,231.27999877929688,149.18930053710938,134.3022918701172,87.01448059082031,248.50311279296875,249.19845581054688,24.86473846435547,166.03158569335938,309.4789123535156,230.98829650878906,321.8944091796875,187.47000122070312,85.21258544921875,125.2300033569336,238.32223510742188,92.1648941040039,608.10400390625,209.86312866210938,218.8143768310547,104.0,119.4689712524414,58.170230865478516,139.28515625,94.03068542480469,81.68757629394531,90.16805267333984,88.0335922241211,69.61000061035156,414.5125427246094,208.04331970214844,931.931640625,214.5800018310547,205.3800048828125,119.13679504394531,109.32859802246094,280.705810546875,144.15682983398438,106.13706970214844,355.0299987792969,74.38360595703125,257.0418395996094,427.56268310546875,173.77386474609375,357.660400390625,70.62469482421875,462.40185546875,178.13035583496094,681.97998046875,2489.68994140625,17.860071182250977,221.1539764404297,213.60000610351562,571.5057373046875,209.47726440429688,60.58879470825195,43.22008514404297,174.32232666015625,64.97997283935547,328.2145080566406,267.7119445800781,55.4900016784668,63.95229721069336,66.40205383300781
2021-11-02 00:00:00,460.28289794921875,149.80137634277344,332.52166748046875,3312.75,1172.0,2908.64990234375,2917.260009765625,328.0799865722656,263.9776916503906,287.92999267578125,169.4542694091797,164.51242065429688,450.5704345703125,365.7772216796875,143.28634643554688,208.77247619628906,47.65065002441406,328.0495300292969,45.05451965332031,63.960418701171875,169.8300018310547,57.28245544433594,533.65625,640.4000244140625,112.5294189453125,161.64768981933594,635.9439697265625,55.66830062866211,115.33320617675781,52.380638122558594,677.719970703125,127.26112365722656,360.5652160644531,496.989990234375,302.95001220703125,49.51565933227539,51.102691650390625,51.94416427612305,229.4600067138672,149.11959838867188,134.72071838378906,88.18338775634766,256.0187072753906,247.86585998535156,24.72752571105957,167.52890014648438,313.0466003417969,232.2640838623047,326.4790954589844,189.33999633789062,85.0433349609375,127.62999725341797,239.29757690429688,92.75682830810547,617.6729125976562,208.11178588867188,220.23822021484375,104.66000366210938,120.5322036743164,58.12066650390625,140.98243713378906,95.51517486572266,81.5877914428711,90.66539764404297,87.2879638671875,68.5999984741211,421.625,212.47610473632812,943.498291015625,212.77000427246094,207.1199951171875,119.04244995117188,110.97150421142578,281.2530822753906,146.44772338867188,106.59666442871094,360.3699951171875,72.82792663574219,259.3738708496094,419.0265808105469,172.73646545410156,354.2208557128906,70.68463897705078,460.4052429199219,180.5010528564453,686.5900268554688,2453.830078125,17.919769287109375,224.17051696777344,212.1999969482422,572.9824829101562,208.9402618408203,61.03642272949219,43.31820297241211,177.2610626220703,65.23735809326172,323.6324157714844,271.9510498046875,55.59000015258789,63.823265075683594,67.06956481933594
